ensembl_gene_id	hgnc_symbol	chrom_hsa	entrezgene_id	ensembl_gene_id_mmu	mgi_symbol	chrom_mmu	entrezgene_id_mmu	mgi_id
ENSG00000196418	ZNF124	Chr1	7678	ENSMUSG00000055240	Zfp101	Chr17	22643	MGI:107547
ENSG00000239305	RNF103	Chr2	7844	ENSMUSG00000052656	Rnf103	Chr6	22644	MGI:109483
ENSG00000169981	ZNF35	Chr3	7584	ENSMUSG00000057895	Zfp105	Chr9	22646	MGI:1277119
ENSG00000179455	MKRN3	Chr15	7681	ENSMUSG00000070527	Mkrn3	Chr7	22652	MGI:2181178
ENSG00000122386	ZNF205	Chr16	7755	ENSMUSG00000062012	Zfp13	Chr17	22654	MGI:99159
ENSG00000277258	PCGF2	Chr17	7703	ENSMUSG00000018537	Pcgf2	Chr11	22658	MGI:99161
ENSG00000163848	ZNF148	Chr3	7707	ENSMUSG00000022811	Zfp148	Chr16	22661	MGI:1332234
ENSG00000198081	ZBTB14	Chr18	7541	ENSMUSG00000049672	Zbtb14	Chr17	22666	MGI:1195345
ENSG00000168066	SF1	Chr11	7536	ENSMUSG00000024949	Sf1	Chr19	22668	MGI:1095403
ENSG00000234127	TRIM26	Chr6	7726	ENSMUSG00000024457	Trim26	Chr17	22670	MGI:1337056
ENSG00000128482	RNF112	Chr17	7732	ENSMUSG00000010086	Rnf112	Chr11	22671	MGI:106611
ENSG00000147394	ZNF185	ChrX	7739	ENSMUSG00000031351	Zfp185	ChrX	22673	MGI:108095
ENSG00000198939	ZFP2	Chr5	80108	ENSMUSG00000049321	Zfp2	Chr11	22678	MGI:99167
ENSG00000010244	ZNF207	Chr17	7756	ENSMUSG00000017421	Zfp207	Chr11	22680	MGI:1340045
ENSG00000107372	ZFAND5	Chr9	7763	ENSMUSG00000024750	Zfand5	Chr19	22682	MGI:1278334
ENSG00000196793	ZNF239	Chr10	8187	ENSMUSG00000042097	Zfp239	Chr6	22685	MGI:1306812
ENSG00000109917	ZPR1	Chr11	8882	ENSMUSG00000032078	Zpr1	Chr9	22687	MGI:1330262
ENSG00000196867	ZFP28	Chr19	140612	ENSMUSG00000062861	Zfp28	Chr7	22690	MGI:99175
ENSG00000176371	ZSCAN2	Chr15	54993	ENSMUSG00000038797	Zscan2	Chr7	22691	MGI:99176
ENSG00000120784	ZFP30	Chr19	22835	ENSMUSG00000047473	Zfp30	Chr7	22693	MGI:99178
ENSG00000128016	ZFP36	Chr19	7538	ENSMUSG00000044786	Zfp36	Chr7	22695	MGI:99180
ENSG00000136866	ZFP37	Chr9	7539	ENSMUSG00000028389	Zfp37	Chr4	22696	MGI:99181
ENSG00000166529	ZSCAN21	Chr7	7589	ENSMUSG00000037017	Zscan21	Chr5	22697	MGI:99182
ENSG00000227124	ZNF717	Chr3	100131827	ENSMUSG00000037001	Zfp39	Chr11	22698	MGI:99183
ENSG00000181638	ZFP41	Chr8	286128	ENSMUSG00000047003	Zfp41	Chr15	22701	MGI:99186
ENSG00000179059	ZFP42	Chr4	132625	ENSMUSG00000051176	Zfp42	Chr8	22702	MGI:99187
ENSG00000125945	ZNF436	Chr1	80818	ENSMUSG00000051351	Zfp46	Chr4	22704	MGI:99192
ENSG00000160336	ZNF761	Chr19	388561	ENSMUSG00000023892	Zfp51	Chr17	22709	MGI:99198
ENSG00000204644	ZFP57	Chr6	346171	ENSMUSG00000036036	Zfp57	Chr17	22715	MGI:99204
ENSG00000197782	ZNF780A	Chr19	284323	ENSMUSG00000037640	Zfp60	Chr7	22718	MGI:99207
ENSG00000167380	ZNF226	Chr19	7769	ENSMUSG00000050605	Zfp61	Chr7	22719	MGI:99663
ENSG00000196670	ZFP62	Chr5	643836	ENSMUSG00000046311	Zfp62	Chr11	22720	MGI:99662
ENSG00000020256	ZFP64	Chr20	55734	ENSMUSG00000027551	Zfp64	Chr2	22722	MGI:107342
ENSG00000160685	ZBTB7B	Chr1	51043	ENSMUSG00000028042	Zbtb7b	Chr3	22724	MGI:102755
ENSG00000175395	ZNF25	Chr10	219749	ENSMUSG00000072623	Zfp9	Chr6	22750	MGI:99210
ENSG00000184939	ZFP90	Chr16	146198	ENSMUSG00000031907	Zfp90	Chr8	22751	MGI:104786
ENSG00000189420	ZFP92	ChrX	139735	ENSMUSG00000031374	Zfp92	ChrX	22754	MGI:108094
ENSG00000159917	ZNF235	Chr19	9310	ENSMUSG00000055305	Zfp93	Chr7	22755	MGI:107611
ENSG00000124459	ZNF45	Chr19	7596	ENSMUSG00000074282	Zfp94	Chr7	22756	MGI:107610
ENSG00000196652	ZKSCAN5	Chr7	23660	ENSMUSG00000055991	Zkscan5	Chr5	22757	MGI:107533
ENSG00000158691	ZSCAN12	Chr6	9753	ENSMUSG00000036721	Zscan12	Chr13	22758	MGI:1099444
ENSG00000179588	ZFPM1	Chr16	161882	ENSMUSG00000049577	Zfpm1	Chr8	22761	MGI:1095400
ENSG00000169946	ZFPM2	Chr8	23414	ENSMUSG00000022306	Zfpm2	Chr15	22762	MGI:1334444
ENSG00000056097	ZFR	Chr5	51663	ENSMUSG00000022201	Zfr	Chr15	22763	MGI:1341890
ENSG00000005889	ZFX	ChrX	7543	ENSMUSG00000079509	Zfx	ChrX	22764	MGI:99211
ENSG00000165156	ZHX1	Chr8	11244	ENSMUSG00000022361	Zhx1	Chr15	22770	MGI:109271
ENSG00000152977	ZIC1	Chr3	7545	ENSMUSG00000032368	Zic1	Chr9	22771	MGI:106683
ENSG00000043355	ZIC2	Chr13	7546	ENSMUSG00000061524	Zic2	Chr14	22772	MGI:106679
ENSG00000156925	ZIC3	ChrX	7547	ENSMUSG00000067860	Zic3	ChrX	22773	MGI:106676
ENSG00000174963	ZIC4	Chr3	84107	ENSMUSG00000036972	Zic4	Chr9	22774	MGI:107201
ENSG00000171649	ZIK1	Chr19	284307	ENSMUSG00000030393	Zik1	Chr7	22775	MGI:108070
ENSG00000185811	IKZF1	Chr7	10320	ENSMUSG00000018654	Ikzf1	Chr11	22778	MGI:1342540
ENSG00000030419	IKZF2	Chr2	22807	ENSMUSG00000025997	Ikzf2	Chr1	22779	MGI:1342541
ENSG00000161405	IKZF3	Chr17	22806	ENSMUSG00000018168	Ikzf3	Chr11	22780	MGI:1342542
ENSG00000123411	IKZF4	Chr12	64375	ENSMUSG00000002578	Ikzf4	Chr10	22781	MGI:1343139
ENSG00000170385	SLC30A1	Chr1	7779	ENSMUSG00000037434	Slc30a1	Chr1	22782	MGI:1345281
ENSG00000115194	SLC30A3	Chr2	7781	ENSMUSG00000029151	Slc30a3	Chr5	22784	MGI:1345280
ENSG00000104154	SLC30A4	Chr15	7782	ENSMUSG00000005802	Slc30a4	Chr2	22785	MGI:1345282
ENSG00000149506	ZP1	Chr11	22917	ENSMUSG00000024734	Zp1	Chr19	22786	MGI:103073
ENSG00000103310	ZP2	Chr16	7783	ENSMUSG00000030911	Zp2	Chr7	22787	MGI:99214
ENSG00000188372	ZP3	Chr7	7784	ENSMUSG00000004948	Zp3	Chr5	22788	MGI:99215
ENSG00000123838	C4BPA	Chr1	722	ENSMUSG00000042554	Zp3r	Chr1	22789	MGI:104965
ENSG00000105821	DNAJC2	Chr7	27000	ENSMUSG00000029014	Dnajc2	Chr5	22791	MGI:99470
ENSG00000159840	ZYX	Chr7	7791	ENSMUSG00000029860	Zyx	Chr6	22793	MGI:103072
ENSG00000172725	CORO1B	Chr11	57175	ENSMUSG00000024835	Coro1b	Chr19	23789	MGI:1345963
ENSG00000110880	CORO1C	Chr12	23603	ENSMUSG00000004530	Coro1c	Chr5	23790	MGI:1345964
ENSG00000114948	ADAM23	Chr2	8745	ENSMUSG00000025964	Adam23	Chr1	23792	MGI:1345162
ENSG00000134007	ADAM20	Chr14	8748	ENSMUSG00000071937	Adam25	Chr8	23793	MGI:1345157
ENSG00000154736	ADAMTS5	Chr21	11096	ENSMUSG00000022894	Adamts5	Chr16	23794	MGI:1346321
ENSG00000106541	AGR2	Chr7	10551	ENSMUSG00000020581	Agr2	Chr12	23795	MGI:1344405
ENSG00000134817	APLNR	Chr11	187	ENSMUSG00000044338	Aplnr	Chr2	23796	MGI:1346086
ENSG00000117020	AKT3	Chr1	10000	ENSMUSG00000019699	Akt3	Chr1	23797	MGI:1345147
ENSG00000179148	ALOXE3	Chr17	59344	ENSMUSG00000020892	Aloxe3	Chr11	23801	MGI:1345140
ENSG00000159461	AMFR	Chr16	267	ENSMUSG00000031751	Amfr	Chr8	23802	MGI:1345634
ENSG00000115266	APC2	Chr19	10297	ENSMUSG00000020135	Apc2	Chr10	23805	MGI:1346052
ENSG00000166233	ARIH1	Chr15	25820	ENSMUSG00000025234	Arih1	Chr9	23806	MGI:1344363
ENSG00000177479	ARIH2	Chr3	10425	ENSMUSG00000064145	Arih2	Chr9	23807	MGI:1344361
ENSG00000129691	ASH2L	Chr8	9070	ENSMUSG00000031575	Ash2l	Chr8	23808	MGI:1344416
ENSG00000186318	BACE1	Chr11	23621	ENSMUSG00000032086	Bace1	Chr9	23821	MGI:1346542
ENSG00000175334	BANF1	Chr11	8815	ENSMUSG00000024844	Banf1	Chr19	23825	MGI:1346330
ENSG00000162813	BPNT1	Chr1	10380	ENSMUSG00000026617	Bpnt1	Chr1	23827	MGI:1338800
ENSG00000112276	BVES	Chr6	11149	ENSMUSG00000071317	Bves	Chr10	23828	MGI:1346013
ENSG00000131094	C1QL1	Chr17	10882	ENSMUSG00000045532	C1ql1	Chr11	23829	MGI:1344400
ENSG00000142330	CAPN10	Chr2	11132	ENSMUSG00000026270	Capn10	Chr1	23830	MGI:1344392
ENSG00000118298	CA14	Chr1	23632	ENSMUSG00000038526	Car14	Chr3	23831	MGI:1344341
ENSG00000173578	XCR1	Chr3	2829	ENSMUSG00000060509	Xcr1	Chr9	23832	MGI:1346338
ENSG00000169442	CD52	Chr1	1043	ENSMUSG00000000682	Cd52	Chr4	23833	MGI:1346088
ENSG00000094804	CDC6	Chr17	990	ENSMUSG00000017499	Cdc6	Chr11	23834	MGI:1345150
ENSG00000101542	CDH20	Chr18	28316	ENSMUSG00000050840	Cdh20	Chr1	23836	MGI:1346069
ENSG00000153774	CFDP1	Chr16	10428	ENSMUSG00000031954	Cfdp1	Chr8	23837	MGI:1344403
ENSG00000016490	CLCA1	Chr1	1179	ENSMUSG00000028255	Clca1	Chr3	23844	MGI:1346342
ENSG00000258227	CLEC5A	Chr7	23601	ENSMUSG00000029915	Clec5a	Chr6	23845	MGI:1345151
ENSG00000067082	KLF6	Chr10	1316	ENSMUSG00000000078	Klf6	Chr13	23849	MGI:1346318
ENSG00000116183	PAPPA2	Chr1	60676	ENSMUSG00000073530	Pappa2	Chr1	23850	MGI:3051647
ENSG00000023892	DEF6	Chr6	50619	ENSMUSG00000002257	Def6	Chr17	23853	MGI:1346328
ENSG00000140995	DEF8	Chr16	54849	ENSMUSG00000001482	Def8	Chr8	23854	MGI:1346331
ENSG00000101191	DIDO1	Chr20	11083	ENSMUSG00000038914	Dido1	Chr2	23856	MGI:1344352
ENSG00000135164	DMTF1	Chr7	9988	ENSMUSG00000042508	Dmtf1	Chr5	23857	MGI:1344415
ENSG00000150672	DLG2	Chr11	1740	ENSMUSG00000052572	Dlg2	Chr7	23859	MGI:1344351
ENSG00000179284	DAND5	Chr19	199699	ENSMUSG00000053226	Dand5	Chr8	23863	MGI:1344365
ENSG00000134954	ETS1	Chr11	2113	ENSMUSG00000032035	Ets1	Chr9	23871	MGI:95455
ENSG00000157557	ETS2	Chr21	2114	ENSMUSG00000022895	Ets2	Chr16	23872	MGI:95456
ENSG00000158234	FAIM	Chr3	55179	ENSMUSG00000032463	Faim	Chr9	23873	MGI:1344387
ENSG00000116120	FARSB	Chr2	10056	ENSMUSG00000026245	Farsb	Chr1	23874	MGI:1346035
ENSG00000140092	FBLN5	Chr14	10516	ENSMUSG00000021186	Fbln5	Chr12	23876	MGI:1346091
ENSG00000179943	FIZ1	Chr19	84922	ENSMUSG00000061374	Fiz1	Chr7	23877	MGI:1344336
ENSG00000129245	FXR2	Chr17	9513	ENSMUSG00000018765	Fxr2	Chr11	23879	MGI:1346074
ENSG00000082074	FYB1	Chr5	2533	ENSMUSG00000022148	Fyb	Chr15	23880	MGI:1346327
ENSG00000138757	G3BP2	Chr4	9908	ENSMUSG00000029405	G3bp2	Chr5	23881	MGI:2442040
ENSG00000130222	GADD45G	Chr9	10912	ENSMUSG00000021453	Gadd45g	Chr13	23882	MGI:1346325
ENSG00000130513	GDF15	Chr19	9518	ENSMUSG00000038508	Gdf15	Chr8	23886	MGI:1346047
ENSG00000099998	GGT5	Chr22	2687	ENSMUSG00000006344	Ggt5	Chr10	23887	MGI:1346063
ENSG00000183098	GPC6	Chr13	10082	ENSMUSG00000058571	Gpc6	Chr14	23888	MGI:1346322
ENSG00000171659	GPR34	ChrX	2857	ENSMUSG00000040229	Gpr34	ChrX	23890	MGI:1346334
ENSG00000166923	GREM1	Chr15	26585	ENSMUSG00000074934	Grem1	Chr2	23892	MGI:1344337
ENSG00000180875	GREM2	Chr1	64388	ENSMUSG00000050069	Grem2	Chr1	23893	MGI:1344367
ENSG00000143575	HAX1	Chr1	10456	ENSMUSG00000027944	Hax1	Chr3	23897	MGI:1346319
ENSG00000126264	HCST	Chr19	10870	ENSMUSG00000064109	Hcst	Chr7	23900	MGI:1344360
ENSG00000153936	HS2ST1	Chr1	9653	ENSMUSG00000040151	Hs2st1	Chr3	23908	MGI:1346049
ENSG00000139725	RHOF	Chr12	54509	ENSMUSG00000029449	Rhof	Chr5	23912	MGI:1345629
ENSG00000106348	IMPDH1	Chr7	3614	ENSMUSG00000003500	Impdh1	Chr6	23917	MGI:96567
ENSG00000178035	IMPDH2	Chr3	3615	ENSMUSG00000062867	Impdh2	Chr9	23918	MGI:109367
ENSG00000172410	INSL5	Chr1	10022	ENSMUSG00000066090	Insl5	Chr4	23919	MGI:1346085
ENSG00000027644	INSRR	Chr1	3645	ENSMUSG00000005640	Insrr	Chr3	23920	MGI:1346037
ENSG00000160999	SH2B2	Chr7	10603	ENSMUSG00000005057	Sh2b2	Chr5	23921	MGI:1345171
ENSG00000143543	JTB	Chr1	10899	ENSMUSG00000027937	Jtb	Chr3	23922	MGI:1346082
ENSG00000109576	AADAT	Chr4	51166	ENSMUSG00000057228	Aadat	Chr8	23923	MGI:1345167
ENSG00000186625	KATNA1	Chr6	11104	ENSMUSG00000019794	Katna1	Chr10	23924	MGI:1344353
ENSG00000197993	KEL	Chr7	3792	ENSMUSG00000029866	Kel	Chr6	23925	MGI:1346053
ENSG00000050555	LAMC3	Chr9	10319	ENSMUSG00000026840	Lamc3	Chr2	23928	MGI:1344394
ENSG00000176956	LY6H	Chr8	4062	ENSMUSG00000022577	Ly6h	Chr15	23934	MGI:1346030
ENSG00000181541	MAB21L2	Chr4	10586	ENSMUSG00000057777	Mab21l2	Chr3	23937	MGI:1346022
ENSG00000137764	MAP2K5	Chr15	5607	ENSMUSG00000058444	Map2k5	Chr9	23938	MGI:1346345
ENSG00000166484	MAPK7	Chr17	5598	ENSMUSG00000001034	Mapk7	Chr11	23939	MGI:1346347
ENSG00000149480	MTA2	Chr11	9219	ENSMUSG00000071646	Mta2	Chr19	23942	MGI:1346340
ENSG00000139641	ESYT1	Chr12	23344	ENSMUSG00000025366	Esyt1	Chr10	23943	MGI:1344426
ENSG00000074416	MGLL	Chr3	11343	ENSMUSG00000033174	Mgll	Chr6	23945	MGI:1346042
ENSG00000080561	MID2	ChrX	11043	ENSMUSG00000000266	Mid2	ChrX	23947	MGI:1344333
ENSG00000198598	MMP17	Chr12	4326	ENSMUSG00000029436	Mmp17	Chr5	23948	MGI:1346076
ENSG00000105993	DNAJB6	Chr7	10049	ENSMUSG00000029131	Dnajb6	Chr5	23950	MGI:1344381
ENSG00000136098	NEK3	Chr13	4752	ENSMUSG00000031478	Nek3	Chr8	23954	MGI:1344371
ENSG00000114904	NEK4	Chr3	6787	ENSMUSG00000021918	Nek4	Chr14	23955	MGI:1344404
ENSG00000115488	NEU2	Chr2	4759	ENSMUSG00000079434	Neu2	Chr1	23956	MGI:1344417
ENSG00000131910	NR0B2	Chr1	8431	ENSMUSG00000037583	Nr0b2	Chr4	23957	MGI:1346344
ENSG00000278570	NR2E3	Chr15	10002	ENSMUSG00000032292	Nr2e3	Chr9	23958	MGI:1346317
ENSG00000135318	NT5E	Chr6	4907	ENSMUSG00000032420	Nt5e	Chr9	23959	MGI:99782
ENSG00000089127	OAS1	Chr12	4938	ENSMUSG00000066861	Oas1g	Chr5	23960	MGI:97429
ENSG00000089127	OAS1	Chr12	4938	ENSMUSG00000029605	Oas1b	Chr5	23961	MGI:97430
ENSG00000009694	TENM1	ChrX	10178	ENSMUSG00000016150	Tenm1	ChrX	23963	MGI:1345185
ENSG00000145934	TENM2	Chr5	57451	ENSMUSG00000049336	Tenm2	Chr11	23964	MGI:1345184
ENSG00000218336	TENM3	Chr4	55714	ENSMUSG00000031561	Tenm3	Chr8	23965	MGI:1345183
ENSG00000149256	TENM4	Chr11	26011	ENSMUSG00000048078	Tenm4	Chr7	23966	MGI:2447063
ENSG00000143867	OSR1	Chr2	130497	ENSMUSG00000048387	Osr1	Chr12	23967	MGI:1344424
ENSG00000171487	NLRP5	Chr19	126206	ENSMUSG00000015721	Nlrp5	Chr7	23968	MGI:1345193
ENSG00000124507	PACSIN1	Chr6	29993	ENSMUSG00000040276	Pacsin1	Chr17	23969	MGI:1345181
ENSG00000100266	PACSIN2	Chr22	11252	ENSMUSG00000016664	Pacsin2	Chr15	23970	MGI:1345153
ENSG00000138801	PAPSS1	Chr4	9061	ENSMUSG00000028032	Papss1	Chr3	23971	MGI:1330587
ENSG00000198682	PAPSS2	Chr10	9060	ENSMUSG00000024899	Papss2	Chr19	23972	MGI:1330223
ENSG00000089220	PEBP1	Chr12	5037	ENSMUSG00000032959	Pebp1	Chr5	23980	MGI:1344408
ENSG00000169564	PCBP1	Chr2	5093	ENSMUSG00000051695	Pcbp1	Chr6	23983	MGI:1345635
ENSG00000112541	PDE10A	Chr6	10846	ENSMUSG00000023868	Pde10a	Chr17	23984	MGI:1345143
ENSG00000091137	SLC26A4	Chr7	5172	ENSMUSG00000020651	Slc26a4	Chr12	23985	MGI:1346029
ENSG00000198721	ECI2	Chr6	10455	ENSMUSG00000021417	Eci2	Chr13	23986	MGI:1346064
ENSG00000127445	PIN1	Chr19	5300	ENSMUSG00000032171	Pin1	Chr9	23988	MGI:1346036
ENSG00000008838	MED24	Chr17	9862	ENSMUSG00000017210	Med24	Chr11	23989	MGI:1344385
ENSG00000185043	CIB1	Chr15	10519	ENSMUSG00000030538	Cib1	Chr7	23991	MGI:1344418
ENSG00000180228	PRKRA	Chr2	8575	ENSMUSG00000002731	Prkra	Chr2	23992	MGI:1344375
ENSG00000169035	KLK7	Chr19	5650	ENSMUSG00000030713	Klk7	Chr7	23993	MGI:1346336
ENSG00000183283	DAZAP2	Chr12	9802	ENSMUSG00000000346	Dazap2	Chr15	23994	MGI:1344344
ENSG00000013275	PSMC4	Chr19	5704	ENSMUSG00000030603	Psmc4	Chr7	23996	MGI:1346093
ENSG00000185627	PSMD13	Chr11	5719	ENSMUSG00000025487	Psmd13	Chr7	23997	MGI:1345192
ENSG00000247596	TWF2	Chr3	11344	ENSMUSG00000023277	Twf2	Chr9	23999	MGI:1346078
ENSG00000070778	PTPN21	Chr14	11099	ENSMUSG00000021009	Ptpn21	Chr12	24000	MGI:1344406
ENSG00000146426	TIAM2	Chr6	26230	ENSMUSG00000023800	Tiam2	Chr17	24001	MGI:1344338
ENSG00000131831	RAI2	ChrX	10742	ENSMUSG00000043518	Rai2	ChrX	24004	MGI:1344378
ENSG00000113141	IK	Chr5	3550	ENSMUSG00000024474	Ik	Chr18	24010	MGI:1345142
ENSG00000182901	RGS7	Chr1	6000	ENSMUSG00000026527	Rgs7	Chr1	24012	MGI:1346089
ENSG00000185974	GRK1	Chr13	6011	ENSMUSG00000031450	Grk1	Chr8	24013	MGI:1345146
ENSG00000135828	RNASEL	Chr1	6041	ENSMUSG00000066800	Rnasel	Chr1	24014	MGI:1098272
ENSG00000164163	ABCE1	Chr4	6059	ENSMUSG00000058355	Abce1	Chr8	24015	MGI:1195458
ENSG00000082996	RNF13	Chr3	11342	ENSMUSG00000036503	Rnf13	Chr3	24017	MGI:1346341
ENSG00000111880	RNGTT	Chr6	8732	ENSMUSG00000028274	Rngtt	Chr4	24018	MGI:1329041
ENSG00000128626	MRPS12	Chr19	6183	ENSMUSG00000045948	Mrps12	Chr7	24030	MGI:1346333
ENSG00000140497	SCAMP2	Chr15	10066	ENSMUSG00000040188	Scamp2	Chr9	24044	MGI:1346518
ENSG00000116521	SCAMP3	Chr1	10067	ENSMUSG00000028049	Scamp3	Chr3	24045	MGI:1346346
ENSG00000168356	SCN11A	Chr3	11280	ENSMUSG00000034115	Scn11a	Chr9	24046	MGI:1345149
ENSG00000172724	CCL19	Chr9	6363	ENSMUSG00000071005	Ccl19	Chr4	24047	MGI:1346316
ENSG00000100167	SEPTIN3	Chr22	55964	ENSMUSG00000022456	Septin3	Chr15	24050	MGI:1345148
ENSG00000163069	SGCB	Chr4	6443	ENSMUSG00000029156	Sgcb	Chr5	24051	MGI:1346523
ENSG00000170624	SGCD	Chr5	6444	ENSMUSG00000020354	Sgcd	Chr11	24052	MGI:1346525
ENSG00000102683	SGCG	Chr13	6445	ENSMUSG00000035296	Sgcg	Chr14	24053	MGI:1346524
ENSG00000087266	SH3BP2	Chr4	6452	ENSMUSG00000054520	Sh3bp2	Chr5	24055	MGI:1346349
ENSG00000131370	SH3BP5	Chr3	9467	ENSMUSG00000021892	Sh3bp5	Chr14	24056	MGI:1344391
ENSG00000035115	SH3YL1	Chr2	26751	ENSMUSG00000020669	Sh3yl1	Chr12	24057	MGI:1346118
ENSG00000185187	SIGIRR	Chr11	59307	ENSMUSG00000025494	Sigirr	Chr7	24058	MGI:1344402
ENSG00000174640	SLCO2A1	Chr3	6578	ENSMUSG00000032548	Slco2a1	Chr9	24059	MGI:1346021
ENSG00000164414	SLC35A1	Chr6	10559	ENSMUSG00000028293	Slc35a1	Chr4	24060	MGI:1345622
ENSG00000072501	SMC1A	ChrX	8243	ENSMUSG00000041133	Smc1a	ChrX	24061	MGI:1344345
ENSG00000164056	SPRY1	Chr4	10252	ENSMUSG00000037211	Spry1	Chr3	24063	MGI:1345139
ENSG00000136158	SPRY2	Chr13	10253	ENSMUSG00000022114	Spry2	Chr14	24064	MGI:1345138
ENSG00000187678	SPRY4	Chr5	81848	ENSMUSG00000024427	Spry4	Chr18	24066	MGI:1345144
ENSG00000100883	SRP54	Chr14	6729	ENSMUSG00000073079	Srp54a	Chr12	24067	MGI:1346087
ENSG00000213523	SRA1	Chr5	10011	ENSMUSG00000006050	Sra1	Chr18	24068	MGI:1344414
ENSG00000107882	SUFU	Chr10	51684	ENSMUSG00000025231	Sufu	Chr19	24069	MGI:1345643
ENSG00000129255	MPDU1	Chr17	9526	ENSMUSG00000018761	Mpdu1	Chr11	24070	MGI:1346040
ENSG00000213463	SYNJ2BP	Chr14	55333	ENSMUSG00000090935	Synj2bp	Chr12	24071	MGI:1344347
ENSG00000178913	TAF7	Chr5	6879	ENSMUSG00000051316	Taf7	Chr18	24074	MGI:1346348
ENSG00000166337	TAF10	Chr11	6881	ENSMUSG00000043866	Taf10	Chr7	24075	MGI:1346320
ENSG00000274180	NATD1	Chr17	256302	ENSMUSG00000018931	Natd1	Chr11	24083	MGI:1344388
ENSG00000092850	TEKT2	Chr1	27285	ENSMUSG00000028845	Tekt2	Chr4	24084	MGI:1346335
ENSG00000146872	TLK2	Chr17	11011	ENSMUSG00000020694	Tlk2	Chr11	24086	MGI:1346023
ENSG00000095587	TLL2	Chr10	7093	ENSMUSG00000025013	Tll2	Chr19	24087	MGI:1346044
ENSG00000137462	TLR2	Chr4	7097	ENSMUSG00000027995	Tlr2	Chr3	24088	MGI:1346060
ENSG00000102524	TNFSF13B	Chr13	10673	ENSMUSG00000031497	Tnfsf13b	Chr8	24099	MGI:1344376
ENSG00000163870	TPRA1	Chr3	131601	ENSMUSG00000002871	Tpra1	Chr6	24100	MGI:1345190
ENSG00000183479	TREX2	ChrX	11219	ENSMUSG00000031372	Trex2	ChrX	24102	MGI:1346343
ENSG00000125826	RBCK1	Chr20	10616	ENSMUSG00000027466	Rbck1	Chr2	24105	MGI:1344372
ENSG00000213886	UBD	Chr6	10537	ENSMUSG00000035186	Ubd	Chr17	24108	MGI:1344410
ENSG00000122042	UBL3	Chr13	5412	ENSMUSG00000001687	Ubl3	Chr5	24109	MGI:1344373
ENSG00000049247	UTS2	Chr1	10911	ENSMUSG00000028963	Uts2	Chr4	24111	MGI:1346329
ENSG00000116035	VAX2	Chr2	25806	ENSMUSG00000034777	Vax2	Chr6	24113	MGI:1346018
ENSG00000167995	BEST1	Chr11	7439	ENSMUSG00000037418	Best1	Chr19	24115	MGI:1346332
ENSG00000185049	NELFA	Chr4	7469	ENSMUSG00000029111	Nelfa	Chr5	24116	MGI:1346098
ENSG00000156076	WIF1	Chr12	11197	ENSMUSG00000020218	Wif1	Chr10	24117	MGI:1344332
ENSG00000114127	XRN1	Chr3	54464	ENSMUSG00000032410	Xrn1	Chr9	24127	MGI:891964
ENSG00000088930	XRN2	Chr20	22803	ENSMUSG00000027433	Xrn2	Chr2	24128	MGI:894687
ENSG00000122367	LDB3	Chr10	11155	ENSMUSG00000021798	Ldb3	Chr14	24131	MGI:1344412
ENSG00000169554	ZEB2	Chr2	9839	ENSMUSG00000026872	Zeb2	Chr2	24136	MGI:1344407
ENSG00000153487	ING1	Chr13	3621	ENSMUSG00000045969	Ing1	Chr8	26356	MGI:1349481
ENSG00000118777	ABCG2	Chr4	9429	ENSMUSG00000029802	Abcg2	Chr6	26357	MGI:1347061
ENSG00000165092	ALDH1A1	Chr9	216	ENSMUSG00000024747	Aldh1a7	Chr19	26358	MGI:1347050
ENSG00000109511	ANXA10	Chr4	11199	ENSMUSG00000031635	Anxa10	Chr8	26359	MGI:1347090
ENSG00000136859	ANGPTL2	Chr9	23452	ENSMUSG00000004105	Angptl2	Chr2	26360	MGI:1347002
ENSG00000198049	AVPR1B	Chr1	553	ENSMUSG00000026432	Avpr1b	Chr1	26361	MGI:1347010
ENSG00000167601	AXL	Chr19	558	ENSMUSG00000002602	Axl	Chr7	26362	MGI:1347244
ENSG00000169814	BTD	Chr3	686	ENSMUSG00000021900	Btd	Chr14	26363	MGI:1347001
ENSG00000007129	CEACAM21	Chr19	90273	ENSMUSG00000007209	Ceacam9	Chr7	26368	MGI:1347247
ENSG00000177143	CETN1	Chr18	1068	ENSMUSG00000050996	Cetn1	Chr18	26369	MGI:1347086
ENSG00000147400	CETN2	ChrX	1069	ENSMUSG00000031347	Cetn2	ChrX	26370	MGI:1347085
ENSG00000144021	CIAO1	Chr2	9391	ENSMUSG00000003662	Ciao1	Chr2	26371	MGI:1346998
ENSG00000011021	CLCN6	Chr1	1185	ENSMUSG00000029016	Clcn6	Chr4	26372	MGI:1347049
ENSG00000103249	CLCN7	Chr16	1186	ENSMUSG00000036636	Clcn7	Chr17	26373	MGI:1347048
ENSG00000143207	COP1	Chr1	64326	ENSMUSG00000040782	Cop1	Chr1	26374	MGI:1347046
ENSG00000070190	DAPP1	Chr4	27071	ENSMUSG00000028159	Dapp1	Chr3	26377	MGI:1347063
ENSG00000242612	DECR2	Chr16	26063	ENSMUSG00000036775	Decr2	Chr17	26378	MGI:1347059
ENSG00000173153	ESRRA	Chr11	2101	ENSMUSG00000024955	Esrra	Chr19	26379	MGI:1346831
ENSG00000119715	ESRRB	Chr14	2103	ENSMUSG00000021255	Esrrb	Chr12	26380	MGI:1346832
